SHIPCODE,CATEGORYCODE,ITINERARYID,GUESTRATEAMOUNT,GOVTFEESANDTAXES,VOYAGE,CURRENCYCODE,TOUR_ID
AA,I,A6RS14,323900,49212,X669A,AUD,1.00
AA,I,A507SS,397900,34725,X550,AUD,1.00
AA,I,AS607X,592100,40973,X665,AUD,1.00
AA,I,S5S14F,204900,40143,X568,USD,1.00
AA,I,A5RS14,1342,0,X547A,CAD,1.00
AA,I,A5RS14,1342,0,X547A,CAD,1.00
AA,I,A507SS,898,0,X548,CAD,1.00
AA,I,S5S14F,150700,34122,X568,EUR,1.00
AA,I,A6RS14,121900,27495,X678A,GBP,1.00
AA,I,A507SS,730,170000,X558,CAD,1.00
AA,I,A507SS,730,170000,X558,CAD,1.00
AA,I,A507SS,790,0,X538,CAD,1.00
AA,I,A507SS,790,0,X538,CAD,1.00
AA,I,A507NS,910,0,X539,CAD,1.00
AA,I,A507NS,910,0,X539,CAD,1.00
AA,I,A507NS,910,0,X539,CAD,1.00
AA,I,A507NS,850,0,X539,CAD,1.00
AA,I,A507NS,850,0,X539,CAD,1.00
AA,I,A507NS,730,0,X541,CAD,1.00
AA,I,A507NS,730,0,X541,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A507SS,910,0,X548,CAD,1.00
AA,I,A507SS,718,0,X548,CAD,1.00
AA,I,A507NS,718,0,X549,CAD,1.00
AA,I,A507NS,718,0,X549,CAD,1.00
AA,I,A5RS14,1642,0,X549A,CAD,1.00
AA,I,A5RS14,1642,0,X549A,CAD,1.00
AA,I,A5RS14,1462,0,X549A,CAD,1.00
AA,I,A5RS14,1462,0,X549A,CAD,1.00
AA,I,A5RS14,1462,0,X549A,CAD,1.00
AA,I,A5RS14,1462,0,X549A,CAD,1.00
AA,I,A5RS14,1426,0,X533A,CAD,1.00
AA,I,A5RS14,1426,0,X533A,CAD,1.00
AA,I,A507SS,910,0,X538,CAD,1.00
AA,I,A507NS,670,0,X539,CAD,1.00
AA,I,A507SS,790,0,X556,CAD,1.00
AA,I,A5RS14,1462,0,X557A,CAD,1.00
AA,I,A5RS14,1462,0,X557A,CAD,1.00
AA,I,A5RS14,1462,0,X557A,CAD,1.00
AA,I,A5RS14,1462,0,X557A,CAD,1.00
AA,I,A5RS14,1378,0,X557A,CAD,1.00
AA,I,A5RS14,1378,0,X557A,CAD,1.00
AA,I,A5RS14,1378,0,X557A,CAD,1.00
AA,I,A507SS,730,0,X558,CAD,1.00
AA,I,A507SS,730,0,X558,CAD,1.00
AA,I,A507SS,718,0,X558,CAD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A5RS14,1389,0,X539A,USD,1.00
AA,I,A5RS14,1389,0,X539A,USD,1.00
AA,I,A5RS14,1389,0,X539A,USD,1.00
AA,I,A507SS,709,0,X540,USD,1.00
AA,I,A5RS14,1419,0,X541A,USD,1.00
AA,I,A507SS,759,0,X542,USD,1.00
AA,I,A507SS,718,0,X558,CAD,1.00
AA,I,S5S18F,2482,0,X565,CAD,1.00
AA,I,S514SF,1522,0,X573,CAD,1.00
AA,I,S621NW,4186,0,X607,CAD,1.00
AA,I,S621NW,4186,0,X607,CAD,1.00
AA,I,A507NS,850,0,X551,CAD,1.00
AA,I,A507NS,850,0,X551,CAD,1.00
AA,I,A507NS,850,0,X551,CAD,1.00
AA,I,A5RS14,1522,0,X551A,CAD,1.00
AA,I,A5RS14,1522,0,X551A,CAD,1.00
AA,I,A5RS14,1438,0,X551A,CAD,1.00
AA,I,A5RS14,1438,0,X551A,CAD,1.00
AA,I,A5RS14,1438,0,X551A,CAD,1.00
AA,I,A5RS14,1119,0,X547A,USD,1.00
AA,I,A5RS14,1369,0,X549A,USD,1.00
AA,I,A5RS14,1369,0,X549A,USD,1.00
AA,I,A507SS,609,0,X550,USD,1.00
AA,I,A507SS,609,0,X550,USD,1.00
AA,I,A507NS,609,170000,X551,USD,1.00
AA,I,A5RS14,1119,0,X551A,USD,1.00
AA,I,A5RS14,1199,0,X551A,USD,1.00
AA,I,A5RS14,1199,0,X551A,USD,1.00
AA,I,A507SS,659,0,X556,USD,1.00
AA,I,A5RS14,1219,0,X557A,USD,1.00
AA,I,A5RS14,1119,0,X557A,USD,1.00
AA,I,A5RS14,1119,0,X557A,USD,1.00
AA,I,A5RS14,1119,0,X557A,USD,1.00
AA,I,H5H17F,1899,0,X562,USD,1.00
AA,I,H5H17F,1899,0,X562,USD,1.00
AA,I,A5RS14,1119,0,X541A,USD,1.00
AA,I,A5RS14,1069,0,X541A,USD,1.00
AA,I,A507SS,609,0,X542,USD,1.00
AA,I,A507SS,609,0,X542,USD,1.00
AA,I,A507NS,609,0,X547,USD,1.00
AA,I,A5RS14,1419,0,X547A,USD,1.00
AA,I,A5RS14,1419,0,X547A,USD,1.00
AA,I,A5RS14,1419,0,X547A,USD,1.00
AA,I,A5RS14,1419,0,X547A,USD,1.00
AA,I,A507SS,809,0,X548,USD,1.00
AA,I,A507SS,609,0,X548,USD,1.00
AA,I,S621NW,369900,43884,X607,USD,1.00
AA,I,S621NW,369900,43884,X607,USD,1.00
AA,I,AS607X,534320,40594,X673,CAD,1.00
AA,I,A5RS14,100900,25639,X541A,GBP,1.00
AA,I,A5RS14,100900,25639,X541A,GBP,1.00
AA,I,A5RS14,1119,0,X551A,USD,1.00
AA,I,A507SS,709,0,X556,USD,1.00
AA,I,A507SS,659,0,X556,USD,1.00
AA,I,A5RS14,1219,0,X557A,USD,1.00
AA,I,A5RS14,1149,0,X557A,USD,1.00
AA,I,A507SS,659,0,X558,USD,1.00
AA,I,A507SS,659,0,X558,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,H5H17F,1879,0,X562,USD,1.00
AA,I,H5H17F,1879,0,X562,USD,1.00
AA,I,H6H18W,2379,0,X621,USD,1.00
AA,I,A5RS14,111800,33060,X557A,EUR,1.00
AA,I,A5RS14,111800,33060,X557A,EUR,1.00
AA,I,A6RS14,309900,50185,X674A,AUD,1.00
AA,I,A6RS14,309900,50185,X674A,AUD,1.00
AA,I,A507NS,271600,27888,X551,EUR,1.00
AA,I,AS607X,223000,21543,X653,EUR,1.00
AA,I,S621NW,225300,29577,X607,GBP,1.00
AA,I,S621NW,225300,29577,X607,GBP,1.00
AA,I,AS607X,414000,36034,X679,USD,1.00
AA,I,A507SS,213900,23009,X556,EUR,1.00
AA,I,A6RS14,204900,43271,X676A,USD,1.00
AA,I,S6S38W,423700,111184,X613A,AUD,1.00
AA,I,S6S38W,423700,111184,X613A,AUD,1.00
AA,I,S6S38W,423700,111184,X613A,AUD,1.00
AA,I,S6S38W,423700,111184,X613A,AUD,1.00
AA,I,S6S34W,228400,51469,X613B,GBP,1.00
AA,I,S6S34W,228400,51469,X613B,GBP,1.00
AA,I,S6S34W,228400,51469,X613B,GBP,1.00
AA,I,S6S34W,228400,51469,X613B,GBP,1.00
AA,I,S6S34W,228400,51469,X613B,GBP,1.00
AA,I,AN670S,271600,33031,X678,USD,1.00
AA,I,A507SS,361860,32484,X556,CAD,1.00
AA,I,AN670S,248300,26258,X674,EUR,1.00
AA,I,AS607X,533920,41127,X668,CAD,1.00
AA,I,AS607X,533920,41127,X668,CAD,1.00
AA,I,AS607X,533920,41127,X668,CAD,1.00
AA,I,A5RS14,245000,49826,X551A,AUD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A507SS,910,0,X542,CAD,1.00
AA,I,A507NS,910,0,X547,CAD,1.00
AA,I,A507NS,910,0,X547,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A5RS14,1546,0,X533A,CAD,1.00
AA,I,A5RS14,1546,0,X533A,CAD,1.00
AA,I,A507SS,910,0,X538,CAD,1.00
AA,I,A507NS,850,0,X539,CAD,1.00
AA,I,A507NS,850,0,X539,CAD,1.00
AA,I,A5RS14,1186,173000,X539A,CAD,1.00
AA,I,A5RS14,1186,173000,X539A,CAD,1.00
AA,I,A5RS14,1186,173000,X539A,CAD,1.00
AA,I,A5RS14,1186,173000,X539A,CAD,1.00
AA,I,A5RS14,1186,173000,X539A,CAD,1.00
AA,I,A5RS14,1330,0,X539A,CAD,1.00
AA,I,A507NS,850,0,X541,CAD,1.00
AA,I,A507NS,850,0,X541,CAD,1.00
AA,I,A507NS,910,0,X541,CAD,1.00
AA,I,A507NS,910,0,X541,CAD,1.00
AA,I,A507NS,910,0,X541,CAD,1.00
AA,I,A507NS,468900,42651,X551,AUD,1.00
AA,I,A507NS,468900,42651,X551,AUD,1.00
AA,I,A5RS14,300600,49554,X539A,AUD,1.00
AA,I,A5RS14,300600,49554,X539A,AUD,1.00
AA,I,H6H18W,2854,0,X621,CAD,1.00
AA,I,A507SS,898,0,X542,CAD,1.00
AA,I,A5RS14,1342,0,X547A,CAD,1.00
AA,I,A5RS14,1342,0,X547A,CAD,1.00
AA,I,A5RS14,1618,0,X547A,CAD,1.00
AA,I,A5RS14,1618,0,X547A,CAD,1.00
AA,I,A5RS14,1618,0,X547A,CAD,1.00
AA,I,A507SS,730,0,X548,CAD,1.00
AA,I,A507NS,730,170000,X549,CAD,1.00
AA,I,A5RS14,1342,0,X549A,CAD,1.00
AA,I,A5RS14,1342,0,X549A,CAD,1.00
AA,I,A5RS14,1342,0,X549A,CAD,1.00
AA,I,A5RS14,1342,0,X549A,CAD,1.00
AA,I,A5RS14,1342,0,X549A,CAD,1.00
AA,I,A507SS,718,0,X556,CAD,1.00
AA,I,A507NS,759,0,X549,USD,1.00
AA,I,A5RS14,1369,0,X549A,USD,1.00
AA,I,A5RS14,1369,0,X549A,USD,1.00
AA,I,A5RS14,1149,0,X549A,USD,1.00
AA,I,A507SS,609,170000,X550,USD,1.00
AA,I,A507SS,609,170000,X550,USD,1.00
AA,I,A507SS,609,170000,X550,USD,1.00
AA,I,A507SS,609,0,X550,USD,1.00
AA,I,A5RS14,1289,0,X533A,USD,1.00
AA,I,A5RS14,1289,0,X533A,USD,1.00
AA,I,A507SS,509,0,X538,USD,1.00
AA,I,A507NS,709,0,X539,USD,1.00
AA,I,A507NS,709,0,X539,USD,1.00
AA,I,A5RS14,1462,0,X557A,CAD,1.00
AA,I,A5RS14,1378,0,X557A,CAD,1.00
AA,I,H5H17F,2254,0,X562,CAD,1.00
AA,I,H5H17F,2254,0,X562,CAD,1.00
AA,I,H5H17F,2254,0,X562,CAD,1.00
AA,I,S5S18F,2542,0,X565,CAD,1.00
AA,I,S5S18F,2542,0,X565,CAD,1.00
AA,I,A507NS,250100,22114,X551,GBP,1.00
AA,I,A507SS,559,0,X540,USD,1.00
AA,I,A507SS,559,0,X540,USD,1.00
AA,I,A507NS,609,0,X541,USD,1.00
AA,I,A5RS14,1419,0,X541A,USD,1.00
AA,I,A5RS14,1419,0,X541A,USD,1.00
AA,I,A5RS14,1419,0,X541A,USD,1.00
AA,I,A5RS14,1419,0,X541A,USD,1.00
AA,I,A5RS14,1419,0,X541A,USD,1.00
AA,I,A507NS,730,0,X549,CAD,1.00
AA,I,A507NS,730,0,X549,CAD,1.00
AA,I,A5RS14,989,0,X533A,USD,1.00
AA,I,A5RS14,989,0,X533A,USD,1.00
AA,I,A5RS14,989,0,X533A,USD,1.00
AA,I,A5RS14,989,0,X533A,USD,1.00
AA,I,A5RS14,989,0,X533A,USD,1.00
AA,I,A5RS14,989,0,X533A,USD,1.00
AA,I,A507SS,509,0,X538,USD,1.00
AA,I,A507SS,509,0,X538,USD,1.00
AA,I,A507SS,509,0,X538,USD,1.00
AA,I,A507SS,509,0,X538,USD,1.00
AA,I,A507NS,759,0,X539,USD,1.00
AA,I,A5RS14,1339,0,X539A,USD,1.00
AA,I,A5RS14,1289,0,X539A,USD,1.00
AA,I,A5RS14,1139,0,X539A,USD,1.00
AA,I,A5RS14,1139,0,X539A,USD,1.00
AA,I,A5RS14,1139,0,X539A,USD,1.00
AA,I,A5RS14,1259,0,X539A,USD,1.00
AA,I,A507SS,970,0,X550,CAD,1.00
AA,I,A507SS,730,0,X550,CAD,1.00
AA,I,A507SS,730,0,X550,CAD,1.00
AA,I,A507NS,910,0,X551,CAD,1.00
AA,I,A507SS,790,0,X558,CAD,1.00
AA,I,A507SS,790,0,X558,CAD,1.00
AA,I,A507SS,709,0,X540,USD,1.00
AA,I,A507NS,759,0,X541,USD,1.00
AA,I,A507NS,759,0,X541,USD,1.00
AA,I,A507SS,859,0,X542,USD,1.00
AA,I,A507NS,709,0,X547,USD,1.00
AA,I,A5RS14,1199,0,X547A,USD,1.00
AA,I,A507NS,709,0,X549,USD,1.00
AA,I,A507NS,709,0,X549,USD,1.00
AA,I,A507NS,709,0,X549,USD,1.00
AA,I,A5RS14,1219,0,X549A,USD,1.00
AA,I,A5RS14,1219,0,X549A,USD,1.00
AA,I,A5RS14,1569,0,X551A,USD,1.00
AA,I,A5RS14,1219,0,X551A,USD,1.00
AA,I,A5RS14,1219,0,X551A,USD,1.00
AA,I,A507NS,609,0,X557,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,AS607X,266600,26930,X653,USD,1.00
AA,I,AN670S,258500,26036,X669,EUR,1.00
AA,I,AN670S,258500,26036,X669,EUR,1.00
AA,I,S5S18F,2069,0,X565,USD,1.00
AA,I,AS607X,551300,41799,X679,AUD,1.00
AA,I,AS607X,522820,40619,X665,CAD,1.00
AA,I,AS607X,522820,40619,X665,CAD,1.00
AA,I,S6S38W,491880,102631,X613A,CAD,1.00
AA,I,S6S38W,491880,102631,X613A,CAD,1.00
AA,I,S6N21W,412700,67153,X606,AUD,1.00
AA,I,S6N21W,412700,67153,X606,AUD,1.00
AA,I,H5H17F,148700,16132,X562,EUR,1.00
AA,I,S6S34W,274900,64911,X613B,EUR,1.00
AA,I,S6S34W,274900,64911,X613B,EUR,1.00
AA,I,S6S34W,274900,64911,X613B,EUR,1.00
AA,I,S6S34W,274900,64911,X613B,EUR,1.00
AA,I,A507SS,522900,34725,X540,AUD,1.00
AA,I,A507SS,522900,34725,X540,AUD,1.00
AA,I,S614SW,126200,33628,X612,EUR,1.00
AA,I,AS607X,293400,22531,X668,GBP,1.00
AA,I,A507SS,463200,46822,X558,AUD,1.00
AA,I,A5RS14,139400,32335,X541A,EUR,1.00
AA,I,AS607X,258800,22173,X656,GBP,1.00
AA,I,A507NS,599,0,X551,USD,1.00
AA,I,A507SS,609,0,X556,USD,1.00
AA,I,A507SS,315100,29929,X548,EUR,1.00
AA,I,A507SS,315100,29929,X548,EUR,1.00
AA,I,A507SS,315100,29929,X548,EUR,1.00
AA,I,H5H17F,127100,12791,X562,GBP,1.00
AA,I,AS607X,434400,35654,X662,USD,1.00
AA,I,A5RS14,209880,45994,X551A,CAD,1.00
AA,I,A5RS14,209880,45994,X551A,CAD,1.00
AA,I,S621NW,422800,57049,X607,AUD,1.00
AA,I,S621NW,422800,57049,X607,AUD,1.00
AA,I,S621NW,422800,57049,X607,AUD,1.00
AA,I,S614SW,159900,39563,X612,USD,1.00
AA,I,AG67S0,71900,18561,X650,EUR,1.00
AA,I,A507NS,275100,22325,X541,GBP,1.00
AA,I,S5S14F,217700,52186,X568,AUD,1.00
AA,I,S5S14F,217700,52186,X568,AUD,1.00
AA,I,S5S14F,217700,52186,X568,AUD,1.00
AA,I,AS607X,355900,31237,X653,AUD,1.00
AA,I,AS607X,355900,31237,X653,AUD,1.00
AA,I,AN670S,383900,38236,X663,AUD,1.00
AA,I,A507SS,379860,32054,X550,CAD,1.00
AA,I,A5RS14,185880,45649,X541A,CAD,1.00
AA,I,A5RS14,149900,38118,X539A,USD,1.00
AA,I,A5RS14,149900,38118,X539A,USD,1.00
AA,I,A5RS14,100300,26214,X557A,GBP,1.00
AA,I,AS607X,522320,41241,X675,CAD,1.00
AA,I,S6S38W,409900,85526,X613A,USD,1.00
AA,I,S6S38W,409900,85526,X613A,USD,1.00
AA,I,AN670S,218100,26466,X654,EUR,1.00
AA,I,A6RS14,183900,34290,X663A,EUR,1.00
AA,I,AS607X,464300,35764,X668,USD,1.00
AA,I,AS607X,464300,35764,X668,USD,1.00
AA,I,S614SW,103200,26664,X612,GBP,1.00
AA,I,S614SW,103200,26664,X612,GBP,1.00
AA,I,A507SS,287300,18009,X542,GBP,1.00
AA,I,A507SS,287300,18009,X542,GBP,1.00
AA,I,A5RS14,1426,0,X533A,CAD,1.00
AA,I,A5RS14,1426,0,X533A,CAD,1.00
AA,I,A5RS14,1426,0,X533A,CAD,1.00
AA,I,A507SS,790,0,X538,CAD,1.00
AA,I,A507SS,790,0,X538,CAD,1.00
AA,I,A507SS,790,0,X538,CAD,1.00
AA,I,A6RS14,183900,34290,X663A,EUR,1.00
AA,I,A6RS14,183900,34290,X663A,EUR,1.00
AA,I,A6RS14,183900,34290,X663A,EUR,1.00
AA,I,A6RS14,183900,34290,X663A,EUR,1.00
AA,I,A507NS,337860,39370,X551,CAD,1.00
AA,I,A6RS14,191900,34314,X666A,EUR,1.00
AA,I,A507SS,850,0,X540,CAD,1.00
AA,I,A507NS,910,0,X541,CAD,1.00
AA,I,A507NS,730,0,X541,CAD,1.00
AA,I,A507NS,730,0,X541,CAD,1.00
AA,I,A507NS,670,0,X541,CAD,1.00
AA,I,A507SS,730,0,X542,CAD,1.00
AA,I,A507SS,730,0,X542,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A5RS14,1702,0,X547A,CAD,1.00
AA,I,A507SS,970,0,X548,CAD,1.00
AA,I,A507NS,910,0,X549,CAD,1.00
AA,I,A507NS,910,0,X549,CAD,1.00
AA,I,A507NS,910,0,X549,CAD,1.00
AA,I,A507SS,279700,23731,X548,GBP,1.00
AA,I,A507SS,730,0,X556,CAD,1.00
AA,I,A5RS14,1462,0,X557A,CAD,1.00
AA,I,A5RS14,1462,0,X557A,CAD,1.00
AA,I,A5RS14,1186,0,X533A,CAD,1.00
AA,I,A507SS,790,0,X538,CAD,1.00
AA,I,A507NS,910,0,X539,CAD,1.00
AA,I,A507NS,850,0,X539,CAD,1.00
AA,I,A507NS,850,0,X539,CAD,1.00
AA,I,A507NS,670,170000,X539,CAD,1.00
AA,I,A5RS14,1546,0,X539A,CAD,1.00
AA,I,A5RS14,1546,0,X539A,CAD,1.00
AA,I,A5RS14,1546,0,X539A,CAD,1.00
AA,I,A5RS14,1546,0,X539A,CAD,1.00
AA,I,A5RS14,1546,0,X539A,CAD,1.00
AA,I,A5RS14,1126,0,X539A,CAD,1.00
AA,I,A5RS14,1126,0,X539A,CAD,1.00
AA,I,A5RS14,1126,0,X539A,CAD,1.00
AA,I,A5RS14,1822,0,X541A,CAD,1.00
AA,I,A5RS14,1822,0,X541A,CAD,1.00
AA,I,A5RS14,1822,0,X541A,CAD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A5RS14,1702,0,X541A,CAD,1.00
AA,I,A5RS14,1462,0,X541A,CAD,1.00
AA,I,A507SS,759,0,X548,USD,1.00
AA,I,A507SS,759,0,X548,USD,1.00
AA,I,H5H17F,2254,0,X562,CAD,1.00
AA,I,S514SF,1342,0,X573,CAD,1.00
AA,I,A507SS,898,0,X550,CAD,1.00
AA,I,A507NS,730,170000,X551,CAD,1.00
AA,I,A507NS,730,0,X551,CAD,1.00
AA,I,A5RS14,1462,0,X551A,CAD,1.00
AA,I,A507SS,730,0,X556,CAD,1.00
AA,I,A5RS14,1219,0,X557A,USD,1.00
AA,I,A5RS14,1119,0,X557A,USD,1.00
AA,I,A5RS14,1119,0,X557A,USD,1.00
AA,I,A5RS14,1119,0,X557A,USD,1.00
AA,I,A507SS,659,0,X538,USD,1.00
AA,I,A507SS,659,0,X538,USD,1.00
AA,I,A507SS,709,0,X540,USD,1.00
AA,I,A507NS,609,0,X541,USD,1.00
AA,I,A5RS14,1119,0,X541A,USD,1.00
AA,I,A5RS14,1349,0,X541A,USD,1.00
AA,I,A507SS,609,0,X542,USD,1.00
AA,I,A507SS,609,0,X542,USD,1.00
AA,I,A507SS,609,0,X542,USD,1.00
AA,I,A507SS,609,0,X542,USD,1.00
AA,I,A507SS,609,0,X542,USD,1.00
AA,I,A507NS,609,170000,X547,USD,1.00
AA,I,AN670S,233100,26420,X676,EUR,1.00
AA,I,A6RS14,276900,50195,X676A,AUD,1.00
AA,I,A5RS14,1369,0,X549A,USD,1.00
AA,I,A5RS14,1369,0,X549A,USD,1.00
AA,I,A5RS14,1119,0,X549A,USD,1.00
AA,I,A5RS14,1119,0,X549A,USD,1.00
AA,I,A507SS,759,0,X550,USD,1.00
AA,I,A507SS,759,0,X550,USD,1.00
AA,I,A507SS,759,0,X550,USD,1.00
AA,I,A507NS,609,0,X551,USD,1.00
AA,I,A507NS,599,0,X551,USD,1.00
AA,I,A5RS14,1342,0,X557A,CAD,1.00
AA,I,A507SS,730,0,X558,CAD,1.00
AA,I,S514SF,1522,0,X573,CAD,1.00
AA,I,S514SF,1522,0,X573,CAD,1.00
AA,I,A507SS,610,0,X538,CAD,1.00
AA,I,S621NW,3699,0,X607,USD,1.00
AA,I,A5RS14,1189,0,X533A,USD,1.00
AA,I,A5RS14,1189,0,X533A,USD,1.00
AA,I,A5RS14,1189,0,X533A,USD,1.00
AA,I,A5RS14,889,0,X533A,USD,1.00
AA,I,A5RS14,889,0,X533A,USD,1.00
AA,I,A5RS14,889,0,X533A,USD,1.00
AA,I,A5RS14,939,0,X539A,USD,1.00
AA,I,A507SS,559,170000,X540,USD,1.00
AA,I,A507NS,709,0,X541,USD,1.00
AA,I,A5RS14,1159,0,X541A,USD,1.00
AA,I,A507SS,749,0,X542,USD,1.00
AA,I,A507SS,1030,0,X548,CAD,1.00
AA,I,A507SS,1030,0,X548,CAD,1.00
AA,I,A507SS,730,0,X548,CAD,1.00
AA,I,A5RS14,1642,0,X549A,CAD,1.00
AA,I,A5RS14,1342,0,X549A,CAD,1.00
AA,I,A507NS,759,0,X547,USD,1.00
AA,I,A5RS14,1219,0,X549A,USD,1.00
AA,I,A5RS14,1219,0,X549A,USD,1.00
AA,I,A507SS,609,0,X556,USD,1.00
AA,I,A507SS,609,0,X556,USD,1.00
AA,I,H5H17F,1879,0,X562,USD,1.00
AA,I,H5H17F,1879,0,X562,USD,1.00
AA,I,S621NW,3699,0,X607,USD,1.00
AA,I,S6N21W,220000,34815,X606,GBP,1.00
AA,I,S6N21W,220000,34815,X606,GBP,1.00
AA,I,A507SS,239400,24274,X558,GBP,1.00
AA,I,A5RS14,121000,25558,X549A,GBP,1.00
AA,I,A5RS14,121000,25558,X549A,GBP,1.00
AA,I,A507NS,325400,40998,X549,AUD,1.00
AA,I,A507NS,325400,40998,X549,AUD,1.00
AA,I,S6S24W,155100,29778,X615,GBP,1.00
AA,I,S6S24W,155100,29778,X615,GBP,1.00
AA,I,S6S24W,155100,29778,X615,GBP,1.00
AA,I,S6S24W,155100,29778,X615,GBP,1.00
AA,I,AS607X,476020,41439,X679,CAD,1.00
AA,I,A6RS14,249900,50626,X678A,AUD,1.00
AA,I,S5N21H,443880,52803,X576,CAD,1.00
AA,I,S5N21H,443880,52803,X576,CAD,1.00
AA,I,AS607X,332500,28532,X677,EUR,1.00
AA,I,A6RS14,275885,48789,X669A,CAD,1.00
AA,I,AS607X,306530,30969,X653,CAD,1.00
AA,I,A507NS,463600,51882,X547,AUD,1.00
AA,I,S6S14W,198700,61176,X611,AUD,1.00
AA,I,S6S14W,198700,61176,X611,AUD,1.00
AA,I,A507NS,229800,26900,X547,GBP,1.00
AA,I,S6S20W,244300,45528,X615A,AUD,1.00
AA,I,A6RS14,228900,50243,X651A,AUD,1.00
AA,I,AN670S,219800,20767,X663,GBP,1.00
AA,I,A6RS14,141900,27013,X657A,GBP,1.00
AA,I,AS607X,464700,35300,X673,USD,1.00
AA,I,A5RS14,1390,0,X541A,CAD,1.00
AA,I,A507SS,372400,35189,X556,AUD,1.00
AA,I,A507SS,372400,35189,X556,AUD,1.00
AA,I,A507SS,372400,35189,X556,AUD,1.00
AA,I,A6RS14,131900,27001,X654A,GBP,1.00
AA,I,A507SS,316600,26712,X550,USD,1.00
AA,I,S6N21W,443880,61987,X606,CAD,1.00
AA,I,A5RS14,1119,0,X549A,USD,1.00
AA,I,A5RS14,1299,0,X549A,USD,1.00
AA,I,A5RS14,1299,0,X549A,USD,1.00
AA,I,A5RS14,1299,0,X549A,USD,1.00
AA,I,S6S20W,126200,23604,X615A,GBP,1.00
AA,I,S6S20W,126200,23604,X615A,GBP,1.00
AA,I,S6S20W,126200,23604,X615A,GBP,1.00
AA,I,AN670S,363900,38309,X676,AUD,1.00
AA,I,A507SS,528800,45776,X548,AUD,1.00
AA,I,S614SW,191880,47475,X612,CAD,1.00
AA,I,S614SW,191880,47475,X612,CAD,1.00
AA,I,S614SW,191880,47475,X612,CAD,1.00
AA,I,AN670S,312230,38046,X654,CAD,1.00
AA,I,A6RS14,184900,43643,X678A,USD,1.00
AA,I,A6RS14,247085,49309,X657A,CAD,1.00
AA,I,AS607X,357400,28610,X668,EUR,1.00
AA,I,S6N21W,369900,51656,X606,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,A507SS,609,0,X558,USD,1.00
AA,I,A507NS,305840,38093,X549,CAD,1.00
AA,I,A507NS,401600,33122,X541,USD,1.00
AA,I,A507NS,401600,33122,X541,USD,1.00
AA,I,AN670S,306600,32823,X674,USD,1.00
AA,I,S6S20W,126200,23604,X615A,GBP,1.00
AA,I,AN670S,271600,33083,X654,USD,1.00
AA,I,AN670S,271600,33083,X654,USD,1.00
AA,I,S6S24W,197300,37554,X615,EUR,1.00
AA,I,S6S24W,197300,37554,X615,EUR,1.00
AA,I,S6S24W,197300,37554,X615,EUR,1.00
AA,I,S6S24W,197300,37554,X615,EUR,1.00
AA,I,A6RS14,191900,33940,X669A,EUR,1.00
AA,I,S6N21W,280900,43907,X606,EUR,1.00
AA,I,A507SS,217300,18004,X550,GBP,1.00
AA,I,A507SS,217300,18004,X550,GBP,1.00
AA,I,S6S24W,305880,53017,X615,CAD,1.00
AA,I,S6S24W,305880,53017,X615,CAD,1.00
AA,I,S6S24W,305880,53017,X615,CAD,1.00
AA,I,A5RS14,197880,45445,X547A,CAD,1.00
AA,I,S5N21H,287400,37402,X576,EUR,1.00
AA,I,AN670S,198200,26395,X651,EUR,1.00
AA,I,A507SS,277300,18004,X540,GBP,1.00
AA,I,A6RS14,171900,34301,X657A,EUR,1.00
AA,I,A6RS14,171900,34301,X657A,EUR,1.00
AA,I,S6S14W,233880,56470,X611,CAD,1.00
AA,I,AN670S,321600,32550,X666,USD,1.00
AA,I,A5RS14,1462,0,X541A,CAD,1.00
AA,I,A5RS14,1462,0,X541A,CAD,1.00
AA,I,A5RS14,1342,0,X541A,CAD,1.00
AA,I,A5RS14,1342,0,X541A,CAD,1.00
AA,I,A507SS,718,0,X542,CAD,1.00
AA,I,A507NS,910,0,X547,CAD,1.00
AA,I,A507NS,910,0,X547,CAD,1.00
AA,I,A507NS,910,0,X547,CAD,1.00
AA,I,A5RS14,1522,0,X547A,CAD,1.00
